Volcano Number,Volcano Name,Country,Volcanic Region Group,Volcanic Region,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
234070,Marion Island,South Africa,Somalian-Antarctic Volcanic Regions,Marion Hotspot Volcano Group,Shield,Shield(s),Eruption Observed,2004,-46.9,37.75,1230,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,0,0,0,0
327040,Markagunt Plateau,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,Evidence Credible,1050,37.58,-112.67,2840,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , ,Rhyolite, , , , ,970,970,1887,186184
225030,"Marra, Jebel",Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,-2000,12.95,24.27,3042,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Phonolite, , , , , ,638,8692,120061,983802
222021,Marsabit,Kenya,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,2.32,37.97,1707,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,16804,22677,49742,111322
312140,Martin,United States,North America Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1953,58.172,-155.361,1863,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,914
285061,Maruyama,Japan,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1898,43.418,143.031,2013,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,0,6,3682,1260920
344100,Masaya,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Caldera,Caldera,Eruption Observed,2024,11.9844,-86.1688,594,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,989888,989888,1914707,2926954
341031,Mascota Volcanic Field,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,20.567,-104.817,2525,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,16293,16293,31760,1083467
285081,Mashu,Japan,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Caldera,Caldera,Eruption Dated,1080,43.572,144.561,857,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,9794,9794,25627,632919
258010,Matthew Island,France - claimed by Vanuatu,Southwest Pacific Volcanic Regions,Vanuatu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1956,-22.33,171.32,177,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1,1,1,1
271020,Matutum,Philippines,Western Pacific Volcanic Regions,Cotabato Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1290,6.3604,125.0765,2262,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,855,10431,822372,5316209
357061,"Maule, Laguna del",Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Caldera,Caldera,Eruption Dated,-50,-36.058,-70.492,2162,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Rhyolite,Basalt / Picro-Basalt,Dacite, , , , , , ,1045,1045,1521,169334
332030,Mauna Kea,United States,Eastern Pacific Volcanic Regions,Hawaiian-Emperor Hotspot Volcano Group,Shield,Shield,Eruption Dated,-2460,19.82,-155.47,4205,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , , , ,126,126,9950,166888
332020,Mauna Loa,United States,Eastern Pacific Volcanic Regions,Hawaiian-Emperor Hotspot Volcano Group,Shield,Shield,Eruption Observed,2022,19.475,-155.608,4170,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,45,45,1906,175315
241021,Mayor Island,New Zealand,Tonga-Kermadec Volcanic Regions,Taupo Volcanic Arc,Shield,Shield,Eruption Dated,-5060,-37.28,176.25,355,Subduction zone / Continental crust (>25 km),Rhyolite, , , , , , , , , ,105,105,141,355290
320180,Meager,Canada,North America Volcanic Regions,Garibaldi Volcanic Arc,Composite,Complex,Eruption Dated,-410,50.63,-123.5,2680,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,1,111,307,17662
323020,Medicine Lake,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,Eruption Dated,1060,41.611,-121.554,2412,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , ,Dacite, , , , ,0,0,254,120685
283262,Megata,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Minor (Basaltic),Maar(s),Eruption Dated,-2050,39.95,139.725,160,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,1854,3577,81218,1205440
225050,Meidob Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Eruption Dated,-2950,15.32,26.47,2000,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Phonolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , ,5140,5140,5140,24193
390015,Melbourne,Antarctica,Antarctic-Scotia Volcanic Regions,McMurdo Volcanic Province,Composite,Stratovolcano,Eruption Dated,1892,-74.35,164.7,2732,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, ,Rhyolite, , , , ,0,0,0,0
263250,Merapi,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,-7.54,110.446,2910,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,49205,185849,4348473,24728414
263240,Merbabu,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1797,-7.454,110.44,3118,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , , ,19996,249747,3019783,25096234
222160,Meru,Tanzania,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,1910,-3.244,36.75,4550,Rift zone / Continental crust (>25 km),Phonolite,Foidite,Phono-tephrite /  Tephri-phonolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , ,0,2506,828942,2375631
212020,Methana,Greece,European Volcanic Regions,Hellenic Volcanic Arc,Minor (Basaltic),Lava dome(s),Eruption Observed,-258,37.6186,23.3331,380,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,152,1683,48917,4220783
358040,Michinmahuida,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1835,-42.799,-72.445,2452,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite, , , , , , , ,0,9,7989,64498
341060,Michoacan-Guanajuato,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Arc,Cluster,Volcanic field,Eruption Observed,1952,19.85,-101.75,3860,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Dacite, , ,5783287,5783287,5783287,5783287
283080,Midagahara,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1839,36.571,137.59,2621,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,401,521,143935,4455560
284041,Mikurajima,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-4100,33.874,139.602,851,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,293,293,4551,25466
320120,Milbanke Sound Group,Canada,North America Volcanic Regions,Queen Charlotte Volcano Group,Minor (Basaltic),Pyroclastic cone(s),Evidence Credible,Unknown,52.498,-128.723,233,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,574,574,574,2792
290161,Milna,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1914,46.815,151.786,1504,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,43,47,49,188
212030,Milos,Greece,European Volcanic Regions,Hellenic Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,140,36.699,24.439,751,Subduction zone / Continental crust (>25 km),Rhyolite,Andesite / Basaltic Andesite,Dacite, , , , , , , ,6688,7389,9851,73100
284131,Minami-Hiyoshi,Japan,Northwest Pacific Volcanic Regions,Mariana Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1975,23.5,141.935,-107,Subduction zone / Crustal thickness unknown,Trachyandesite / Basaltic Trachyandesite, , , , , , , , , ,0,0,0,26
345030,Miravalles,Costa Rica,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1946,10.748,-85.153,2028,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Rhyolite,Dacite,Basalt / Picro-Basalt, , , , , , ,79,7492,61875,757945
284040,Miyakejima,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2010,34.094,139.526,775,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,1848,3189,3474,95663
357130,Mocho-Choshuenco,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1937,-39.927,-72.027,2422,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,81,789,16633,401631
311111,Moffett,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-1600,51.944,-176.747,1196,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,0
352005,Mojanda,Ecuador,South America Volcanic Regions,Northern Andean Volcanic Arc,Composite,Stratovolcano(es),Evidence Uncertain,Unknown,0.13,-78.27,4263,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,173,15510,480382,3071030
344110,Mombacho,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,11.826,-85.968,1344,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,656,56671,621451,2709304
344090,Momotombo,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2016,12.423,-86.539,1270,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,100,1851,98583,3569021
323110,Mono Lake Volcanic Field,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,Eruption Dated,1790,38,-119.03,2121,Rift zone / Continental crust (>25 km),Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , , ,1066,1066,1491,65028
323120,Mono-Inyo Craters,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Cluster,Lava dome(s),Eruption Dated,1380,37.804,-119.029,2796,Rift zone / Continental crust (>25 km),Rhyolite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,558,7393,9048,82160
390081,Montagu Island,United Kingdom,Antarctic-Scotia Volcanic Regions,South Sandwich Volcanic Arc,Shield,Shield,Eruption Observed,2007,-58.445,-26.374,1370,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
390017,Morning,Antarctica,Antarctic-Scotia Volcanic Regions,McMurdo Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,-78.5,163.53,2723,Intraplate / Continental crust (>25 km),Phonolite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, ,Trachyte / Trachydacite, , , , ,0,0,0,0
257001,Motlav,Vanuatu,Southwest Pacific Volcanic Regions,Vanuatu Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-13.67,167.67,411,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt, , , , , , , , , ,251,292,3768,7490
390829,Mount Haddington Volcanic Field,Antarctica,Antarctic-Scotia Volcanic Regions,Antarctic Peninsula Volcanic Province,Shield,Shield,Evidence Credible,Unknown,-64.15,-57.75,1630,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , ,0,0,0,0
290100,Moyorodake [Medvezhia],Japan - administered by Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1999,45.389,148.838,1124,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,11,42,600,4333
342130,Moyuta,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,14.03,-90.1,1662,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,3457,15469,394687,7064437
223060,Muhavura,Uganda-Rwanda,Eastern Africa Volcanic Regions,Albertine Rift Volcanic Province,Composite,Stratovolcano,Evidence Credible,Unknown,-1.383,29.678,4103,Rift zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,10680,197162,1189226,10833809
300060,Mutnovsky,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Complex,Eruption Observed,2000,52.449,158.196,2288,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,0,0,97,250858
284070,Myojinsho,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Caldera,Caldera,Eruption Observed,1970,31.888,139.918,11,Subduction zone / Oceanic crust (< 15 km),Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,0,0,0,242
283100,Myokosan,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-750,36.891,138.114,2454,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,1563,11033,561142,4118863
245030,Nabukelevu,Fiji,Southwest Pacific Volcanic Regions,Fiji Volcanic Arc,Minor (Silicic),Lava dome(s),Eruption Dated,1660,-19.1181,177.9815,791,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,269,1379,4523,21730
282040,Nakanoshima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1914,29.859,129.857,979,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,137,170,364,14037
222040,Namarunu,Kenya,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Shield,Shield,Eruption Dated,-6550,1.98,36.43,817,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite, , , , , , , ,47,537,7073,186674
283141,Nantaisan,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-9540,36.765,139.491,2486,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,781,12768,128931,11079746
341095,Naolinco Volcanic Field,Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Arc,Cluster,Volcanic field,Eruption Dated,-1200,19.67,-96.75,2000,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite, , ,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,108824,108824,739767,4184323
283200,Naruko,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Cluster,Caldera,Eruption Observed,837,38.729,140.734,470,Subduction zone / Continental crust (>25 km),Rhyolite,Dacite, , , , , , , , ,54771,54771,210262,4417058
283150,Nasudake,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1963,37.125,139.963,1915,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,639,5802,298717,5725203
353050,"Negra, Sierra",Ecuador,Eastern Pacific Volcanic Regions,Galapagos Hotspot Volcano Group,Shield,Shield,Eruption Observed,2018,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,408,408,983,9884
344070,"Negro, Cerro",Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Minor,Pyroclastic cone(s),Eruption Observed,1999,12.506,-86.702,728,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,1690,10243,296320,3540933
344092,Nejapa-Miraflores,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Cluster,Fissure vent(s),Eruption Dated,1060,12.12,-86.32,360,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,295906,870837,1610426,3062823
213020,Nemrut Dagi,Turkiye,Arabia-Central Asia Volcanic Regions,Central Anatolian Volcanic Province,Composite,Stratovolcano,Eruption Observed,1650,38.654,42.229,2948,Intraplate / Continental crust (>25 km),Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , ,608,7399,230531,1618263
