Volcano Number,Volcano Name,Country,Volcanic Region Group,Volcanic Region,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
300053,Khodutka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,-300,52.062,157.711,2039,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,0,0,187,3525
360160,Kick 'em Jenny,Grenada,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Complex,Eruption Observed,2017,12.3,-61.64,-185,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,0,4687,72786,104256
268061,Kie Matubu,Indonesia,Western Pacific Volcanic Regions,Halmahera Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1210,0.6623,127.4029,1713,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,37379,74120,320483,530066
282060,Kikai,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Caldera,Caldera,Eruption Observed,2024,30.793,130.305,704,Subduction zone / Oceanic crust (< 15 km),Rhyolite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,152,152,152,1002905
300180,Kikhpinych,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1550,54.489,160.251,1515,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,29,687,4322
332010,Kilauea,United States,Eastern Pacific Volcanic Regions,Hawaiian-Emperor Hotspot Volcano Group,Shield,Shield,Eruption Observed,2024,19.421,-155.287,1222,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,3122,3122,8495,169550
354000,Kimsachata-Oroscocha,Peru,South America Volcanic Regions,Central Andean Volcanic Arc,Minor (Silicic),Lava dome,Eruption Dated,-4450,-14.131,-71.363,3848,Subduction zone / Continental crust (>25 km),Rhyolite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,5061,9561,85048,580016
282090,Kirishimayama,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Shield,Shield,Eruption Observed,2018,31.934,130.862,1700,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,647,8415,407050,3972044
231071,"Kishb, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,22.8,41.38,1475,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Phonolite,Phono-tephrite /  Tephri-phonolite, , , , , , ,8028,8028,8028,25048
284061,Kita-Bayonnaise,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Caldera,Caldera,Evidence Uncertain,Unknown,32.1,139.85,-360,Subduction zone / Oceanic crust (< 15 km),Rhyolite,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,232
284110,Kita-Ioto,Japan,Northwest Pacific Volcanic Regions,Ogasawara Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2022,25.424,141.284,792,Subduction zone / Crustal thickness unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,158,162,162,1210
266120,Klabat,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,1.454,125.031,1968,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,1352,39935,822740,1326026
300260,Klyuchevskoy,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2023,56.056,160.642,4754,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,292,12406
290120,Kolokol Group,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1973,46.042,150.083,1328,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite, , , , , , , , , ,2,2,128,375
221200,Kone,Ethiopia,Eastern Africa Volcanic Regions,Main Ethiopian Rift Volcanic Province,Caldera,Caldera(s),Eruption Observed,1820,8.8105,39.6946,1380,Rift zone / Continental crust (>25 km),Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , , , ,7289,27271,255387,4245801
221320,Korath Range,Ethiopia,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Cluster,Tuff cone(s),Evidence Uncertain,Unknown,5.117,35.892,912,Rift zone / Intermediate crust (15-25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Phono-tephrite /  Tephri-phonolite, , , , , , , ,24549,24549,48969,270726
222054,Korosi,Kenya,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Shield,Shield,Evidence Credible,Unknown,0.77,36.12,1446,Rift zone / Continental crust (>25 km),Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,1256,9641,85474,2051312
300020,Koshelev,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1690,51.356,156.753,1822,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,0,2,855,4390
300122,Kostakan,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Eruption Dated,1350,53.833,158.052,1150,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,13,13,1352,232577
225021,"Koussi, Emi",Chad,Northern Africa Volcanic Regions,Tibesti Volcanic Province,Shield,Shield(pyroclastic),Evidence Credible,Unknown,19.8,18.53,3415,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Rhyolite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , ,0,8,26,1616
284030,Kozushima,Japan,Northwest Pacific Volcanic Regions,Izu Volcanic Arc,Composite,Lava dome(s),Eruption Observed,838,34.219,139.153,572,Subduction zone / Oceanic crust (< 15 km),Rhyolite, , , , , , , , , ,2406,2406,5716,442731
373080,Krafla,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Caldera,Eruption Observed,1984,65.715,-16.728,800,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite,Andesite / Basaltic Andesite,Dacite, , , , , , ,384,384,1258,25667
262000,Krakatau,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Caldera,Caldera,Eruption Observed,2023,-6.1009,105.4233,285,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite, , , , ,7177,7177,8027,6326159
300190,Krasheninnikov,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Caldera,Eruption Dated,1550,54.596,160.27,1816,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,308,308,814,4674
252070,Krummel-Garbuna-Welcker,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2008,-5.416,150.027,564,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,91,8207,58235,143455
371030,Krysuvik-Trolladyngja,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Crater rows,Eruption Observed,1340,63.917,-22.067,360,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt, , , , , , , , , ,29070,29070,164484,195915
300050,Ksudach,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1907,51.844,157.572,1079,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,0,0,244,3850
282050,Kuchinoerabujima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2020,30.443,130.217,657,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,1544,1698,5348,149518
282043,Kuchinoshima,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1190,29.968,129.926,628,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite, , , , , , , , , ,93,101,291,11002
282120,Kujusan,Japan,Western Pacific Volcanic Regions,Nankai Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1996,33.086,131.249,1791,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,1667,11771,181541,7815706
213000,Kula,Turkiye,European Volcanic Regions,Western Anatolian Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,38.58,28.52,750,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , ,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Foidite, , ,66866,66866,187845,2655406
283210,Kurikomayama,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1950,38.961,140.788,1627,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,226,1081,104165,4615592
300023,Kurile Lake,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Caldera,Caldera,Eruption Dated,-6440,51.45,157.12,81,Subduction zone / Continental crust (>25 km),Dacite,Rhyolite, , , ,Andesite / Basaltic Andesite, , , , ,23,23,397,4078
283120,Kusatsu-Shiranesan,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2018,36.618,138.528,2165,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,4485,14296,434049,5947593
285080,Kussharo,Japan,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Caldera,Caldera,Eruption Dated,1320,43.615,144.427,574,Subduction zone / Continental crust (>25 km),Dacite,Andesite / Basaltic Andesite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,8331,8331,26476,680109
285034,Kuttara,Japan,Northwest Pacific Volcanic Regions,Northeast Japan Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1820,42.491,141.16,549,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,10198,34015,220509,3371955
225040,Kutum Volcanic Field,Sudan,Northern Africa Volcanic Regions,Darfur-Bayuda Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,14.57,25.85,1779,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,30569,30569,30569,194797
257070,Kuwae,Vanuatu,Southwest Pacific Volcanic Regions,Vanuatu Volcanic Arc,Caldera,Caldera,Eruption Observed,1974,-16.8304,168.5227,-2,Subduction zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,2836,2836,5725,48609
373050,Kverkfjoll,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,1968,64.653,-16.647,1930,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,0,0,0,2901
222170,Kyejo,Tanzania,Eastern Africa Volcanic Regions,Rukwa Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,1800,-9.229,33.792,2176,Rift zone / Continental crust (>25 km),Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , ,2259,38428,378511,2263665
383010,La Palma,Spain,Northern Africa Volcanic Regions,Canary Volcanic Province,Composite,Stratovolcano(es),Eruption Observed,2021,28.57,-17.83,2426,Intraplate / Oceanic crust (< 15 km),Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite,Phonolite,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , ,442,18506,55922,85416
273080,Laguna Caldera,Philippines,Western Pacific Volcanic Regions,Taiwan-Luzon Volcanic Arc,Caldera,Caldera,Unrest / Holocene,Unknown,14.42,121.27,743,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Trachyte / Trachydacite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , ,625567,625567,7073814,26270664
222010,Lake Turkana Central Island,Kenya,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Minor (Basaltic),Tuff cone(s),Evidence Credible,Unknown,3.496,36.0365,518,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , , , , , ,28,28,10253,216485
263320,Lamongan,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1898,-7.981,113.341,1641,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,6588,66387,2193829,15322387
252010,Langila,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Complex,Eruption Observed,2024,-5.525,148.42,1330,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,213,3653,11641,45698
357122,Lanin,Chile-Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Dated,560,-39.637,-71.502,3776,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , ,Trachybasalt / Tephrite Basanite, , , , ,13,352,3007,202987
383060,Lanzarote,Spain,Northern Africa Volcanic Regions,Canary Volcanic Province,Cluster,Fissure vent(s),Eruption Observed,1824,29.03,-13.63,670,Intraplate / Intermediate crust (15-25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite, , , , ,19033,80515,164123,225373
344080,Las Pilas-El Hoyo Complex,Nicaragua,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,Composite,Complex,Eruption Observed,1954,12.4922,-86.6786,1088,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,182,8324,299481,3351820
355100,Lascar,Chile,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2023,-23.37,-67.73,5592,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,70,570,8119
323080,Lassen Volcanic Center,United States,North America Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1917,40.492,-121.508,3187,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Rhyolite, , ,Basalt / Picro-Basalt, , , , ,0,9,2340,439135
263260,Lawu,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1885,-7.625,111.192,3265,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,2171,68175,2344575,24931156
222120,"Lengai, Ol Doinyo",Tanzania,Eastern Africa Volcanic Regions,Kenyan Rift Volcanic Province,Composite,Stratovolcano,Eruption Observed,2024,-2.764,35.914,2962,Rift zone / Continental crust (>25 km),Foidite,Phonolite, , , , , , , , ,186,1855,18074,545305
271031,Leonard Range,Philippines,Western Pacific Volcanic Regions,Eastern Philippine Volcanic Arc,Cluster,Stratovolcano,Eruption Dated,80,7.382,126.047,1080,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,908,3682,451047,4321874
264200,Leroboleng,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Complex,Eruption Observed,2003,-8.365,122.833,1095,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite, , , , , , , , , ,9164,26794,358627,896194
320050,Level Mountain,Canada,North America Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,58.42,-131.35,2164,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite,Rhyolite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Phonolite, , , , , ,0,0,0,636
264180,Lewotobi,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2024,-8.542,122.775,1703,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite, , , , , , , , , ,18686,59084,284976,906184
360030,Liamuiga,Saint Kitts and Nevis,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Dated,160,17.37,-62.8,1156,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,2009,7285,35138,141136
355092,Licancabur,Chile-Bolivia,South America Volcanic Regions,Central Andean Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,-22.83,-67.88,5916,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,10,86,1650,12389
352081,Licto,Ecuador,South America Volcanic Regions,Northern Andean Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Evidence Uncertain,Unknown,-1.786,-78.614,3322,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , , , , , , ,250144,250144,333276,1806438
254010,Lihir,Papua New Guinea,Southwest Pacific Volcanic Regions,New Ireland Volcanic Arc,Composite,Compound,Evidence Credible,Unknown,-3.125,152.642,700,Subduction zone / Crustal thickness unknown,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Trachyandesite / Basaltic Trachyandesite,Phono-tephrite /  Tephri-phonolite, , , ,959,2592,3562,32340
211042,Lipari,Italy,European Volcanic Regions,Aeolian Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,1230,38.49,14.933,590,Subduction zone / Continental crust (>25 km),Rhyolite,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Dacite, , , , , ,26049,28925,36059,1564043
370030,Ljosufjoll,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Volcanic Province,Cluster,Volcanic field,Eruption Dated,960,64.9,-22.483,1063,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , ,713,713,1511,192797
357110,Llaima,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2009,-38.692,-71.729,3125,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,86,811,18568,630458
266100,Lokon-Empung,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,2015,1.358,124.792,1580,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,12183,75684,942160,1583346
252071,Lolo,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-5.466,150.509,796,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,5176,13925,35526,144334
252130,Lolobau,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Caldera,Caldera,Eruption Observed,1912,-4.9156,151.1617,878,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , , , , , , ,7243,7243,9659,62340
255030,Loloru,Papua New Guinea,Southwest Pacific Volcanic Regions,Solomon Volcanic Arc,Composite,Compound,Eruption Dated,-1050,-6.52,155.62,1887,Subduction zone / Crustal thickness unknown,Andesite / Basaltic Andesite, , , , , , , , , ,1,173,26075,97088
251050,Long Island,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Complex,Eruption Observed,1993,-5.358,147.12,1280,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,172,2023,4017,78803
305050,Longgang Group,China,Eastern Asia Volcanic Regions,Central East Asia Volcanic Province,Cluster,Volcanic field,Eruption Dated,350,42.33,126.5,1000,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,34708,34708,197016,4407575
357100,Lonquimay,Chile,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1990,-38.379,-71.586,2832,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,96,540,13635,504320
261111,Lubukraya,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,1.478,99.209,1862,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,349,6931,445954,2208734
231040,"Lunayyir, Harrat",Saudi Arabia,Arabia-Central Asia Volcanic Regions,Western Arabia Volcanic Province,Cluster,Volcanic field,Eruption Observed,1000,25.17,37.75,1370,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,234,234,234,61662
275020,Ly Son Group,Vietnam,Eastern Asia Volcanic Regions,Southeast Asia Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,15.38,109.12,157,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt, , , , , , , , , ,700,700,29181,2303467
242021,Macauley,New Zealand,Tonga-Kermadec Volcanic Regions,Middle Kermadec Volcanic Arc,Caldera,Caldera,Eruption Dated,-4360,-30.21,-178.475,238,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Rhyolite, , , ,Dacite,Andesite / Basaltic Andesite, , , ,0,0,0,0
382120,Madeira,Portugal,Northern Africa Volcanic Regions,Madeira Hotspot Volcano Group,Shield,Shield,Eruption Dated,-4500,32.73,-16.97,1862,Intraplate / Oceanic crust (< 15 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite,Andesite / Basaltic Andesite, , , ,209816,209816,215730,220977
266110,Mahawu,Indonesia,Western Pacific Volcanic Regions,Sangihe Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1977,1.352,124.865,1299,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,18618,111852,878193,1503109
357021,Maipo,Chile-Argentina,South America Volcanic Regions,Southern Andean Volcanic Arc,Composite,Caldera,Eruption Observed,1912,-34.164,-69.832,5323,Subduction zone / Continental crust (>25 km),Trachyandesite / Basaltic Trachyandesite,Dacite,Trachyte / Trachydacite,Andesite / Basaltic Andesite,Rhyolite, , , , , ,3916,3916,8221,1684481
311310,Makushin,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1995,53.891,-166.923,1800,Subduction zone / Intermediate crust (15-25 km),Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Dacite, ,Trachyte / Trachydacite, , , , ,0,0,3437,3850
341091,"Malinche, La",Mexico,Middle America-Caribbean Volcanic Regions,Trans-Mexican Volcanic Arc,Composite,Stratovolcano,Eruption Dated,-1170,19.231,-98.032,4461,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Dacite, , , , , , , , ,46,2769,2324232,8225539
300140,Maly Semyachik,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Caldera,Eruption Observed,1952,54.135,159.674,1527,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,98,98,497,10182
323150,Mammoth Mountain,United States,North America Volcanic Regions,Basin and Range Volcanic Province,Minor,Lava dome(s),Eruption Dated,1260,37.631,-119.032,3369,Rift zone / Continental crust (>25 km),Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,Basalt / Picro-Basalt,Rhyolite, , , ,2220,6242,7745,77851
253021,Managlase Plateau,Papua New Guinea,Southwest Pacific Volcanic Regions,Trobriand Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,-9.08,148.33,1342,Subduction zone / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Dacite,Basalt / Picro-Basalt, , , , , , ,5732,5732,14700,145917
251020,Manam,Papua New Guinea,Southwest Pacific Volcanic Regions,Bismarck Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2024,-4.08,145.037,1807,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,1106,2553,24364,180402
221115,Manda Hararo,Ethiopia,Eastern Africa Volcanic Regions,Afar Rift Volcanic Province,Shield,Shield(s),Eruption Observed,2009,12.17,40.82,600,Rift zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt, , , , , , , , , ,191,857,7455,419204
221122,Manda-Inakir,Ethiopia-Djibouti,Eastern Africa Volcanic Regions,Afar Rift Volcanic Province,Cluster,Fissure vent(s),Eruption Observed,1928,12.38,42.2,600,Rift zone / Intermediate crust (15-25 km),Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,116,1130,15991,223924
225006,Manzaz Volcanic Field,Algeria,Northern Africa Volcanic Regions,Hoggar Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,23.92,5.83,1672,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,1196,1196,1326,5278
261140,Marapi,Indonesia,Sunda-Banda Volcanic Regions,Sunda Volcanic Arc,Composite,Complex,Eruption Observed,2024,-0.38,100.474,2885,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , , ,706,57453,818039,4059773
